Date,Pref,Positive,Inpatient,Discharged,Unconfirmed
2020/12/21,Ibaraki,16,244,1871,0
2020/12/22,Ibaraki,19,227,1907,0
2020/12/23,Ibaraki,19,226,1926,0
2020/12/24,Ibaraki,39,234,1957,0
2020/12/25,Ibaraki,27,231,1987,0
2020/12/26,Ibaraki,27,225,2020,0
2020/12/27,Ibaraki,27,227,2045,0
2020/12/28,Ibaraki,31,241,2061,0
2020/12/29,Ibaraki,43,255,2090,0
2020/12/30,Ibaraki,37,277,2105,0
2020/12/31,Ibaraki,28,287,2123,0
2021/1/1,Ibaraki,42,303,2147,0
2021/1/2,Ibaraki,20,303,2167,0
2021/1/3,Ibaraki,52,321,2201,0
2021/1/4,Ibaraki,32,331,2223,0
2021/1/5,Ibaraki,67,368,2253,0
2021/1/6,Ibaraki,71,404,2287,0
2021/1/7,Ibaraki,90,457,2324,0
2021/1/8,Ibaraki,127,565,2343,0
2021/1/9,Ibaraki,109,639,2377,0
2021/1/10,Ibaraki,84,691,2409,0
2021/1/11,Ibaraki,67,724,2443,0
2021/1/12,Ibaraki,70,749,2488,0
2021/1/13,Ibaraki,77,758,2555,0
2021/1/14,Ibaraki,104,807,2610,0
2021/1/15,Ibaraki,159,871,2705,0
2021/1/16,Ibaraki,106,891,2790,0
2021/1/17,Ibaraki,89,911,2857,0
2021/1/18,Ibaraki,63,919,2911,0
2021/1/19,Ibaraki,66,846,3050,0
2021/1/20,Ibaraki,83,837,3144,0
2021/1/21,Ibaraki,83,846,3216,0
2021/1/22,Ibaraki,78,843,3296,0
2021/1/23,Ibaraki,132,883,3385,0
2021/1/24,Ibaraki,46,850,3462,0
2021/1/25,Ibaraki,45,817,3540,0
2021/1/26,Ibaraki,49,758,3646,0
2021/1/27,Ibaraki,84,774,3713,0
2021/1/28,Ibaraki,60,772,3768,0
2021/1/29,Ibaraki,86,752,3872,0
2021/1/30,Ibaraki,69,763,3930,0
2021/1/31,Ibaraki,63,750,4006,0
2021/2/1,Ibaraki,28,664,4116,0
2021/2/2,Ibaraki,29,608,4199,0
2021/2/3,Ibaraki,39,581,4265,0
2021/2/4,Ibaraki,64,583,4324,0
2021/2/5,Ibaraki,56,560,4402,0
2021/2/6,Ibaraki,58,538,4479,0
2021/2/7,Ibaraki,50,526,4538,0
2021/2/8,Ibaraki,31,515,4578,0
2021/2/9,Ibaraki,40,503,4629,0
2021/2/10,Ibaraki,33,469,4691,0
2021/2/11,Ibaraki,47,487,4719,0
2021/2/12,Ibaraki,22,472,4755,0
2021/2/13,Ibaraki,19,433,4810,0
2021/2/14,Ibaraki,38,413,4865,0
2021/2/15,Ibaraki,19,395,4897,0
2021/2/16,Ibaraki,21,367,4945,0
2021/2/17,Ibaraki,26,342,4995,0
2021/2/18,Ibaraki,39,357,5019,0
2021/2/19,Ibaraki,22,347,5049,0
2021/2/20,Ibaraki,38,343,5091,0
2021/2/21,Ibaraki,46,359,5120,0
2021/2/22,Ibaraki,14,354,5138,0
2021/2/23,Ibaraki,16,339,5169,0
2021/2/24,Ibaraki,58,364,5200,0
2021/2/25,Ibaraki,13,353,5223,0
2021/2/26,Ibaraki,28,352,5252,0
2021/2/27,Ibaraki,30,345,5289,0
2021/2/28,Ibaraki,15,331,5315,0
2021/3/1,Ibaraki,53,363,5335,0
2021/3/2,Ibaraki,18,338,5374,0
2021/3/3,Ibaraki,34,331,5414,0
2021/3/4,Ibaraki,37,341,5440,0
2021/3/5,Ibaraki,44,356,5469,0
2021/3/6,Ibaraki,28,339,5514,0
2021/3/7,Ibaraki,21,332,5542,0
2021/3/8,Ibaraki,22,332,5562,0
2021/3/9,Ibaraki,26,324,5596,0
2021/3/10,Ibaraki,33,313,5638,0
2021/3/11,Ibaraki,36,319,5668,0
2021/3/12,Ibaraki,43,329,5699,0
2021/3/13,Ibaraki,17,319,5726,0
2021/3/14,Ibaraki,18,298,5765,0
2021/3/15,Ibaraki,10,289,5784,0
2021/3/16,Ibaraki,25,283,5814,0
2021/3/17,Ibaraki,40,287,5849,0
2021/3/18,Ibaraki,47,311,5872,0
2021/3/19,Ibaraki,38,319,5902,0
2021/3/20,Ibaraki,33,318,5936,0
2021/3/21,Ibaraki,22,328,5948,0
2021/3/22,Ibaraki,19,317,5977,0
2021/3/23,Ibaraki,33,312,6015,0
2021/3/24,Ibaraki,45,315,6056,0
2021/3/25,Ibaraki,37,329,6079,0
2021/3/26,Ibaraki,35,328,6113,0
2021/3/27,Ibaraki,33,322,6152,0
2021/3/28,Ibaraki,51,343,6182,0
2021/3/29,Ibaraki,23,317,6231,0
2021/3/30,Ibaraki,29,312,6264,0
2021/3/31,Ibaraki,37,322,6291,0
2021/4/1,Ibaraki,25,323,6315,0
2021/4/2,Ibaraki,35,322,6351,0
2021/4/3,Ibaraki,31,311,6393,0
2021/4/4,Ibaraki,45,320,6429,0
2021/4/5,Ibaraki,16,301,6464,0
2021/4/6,Ibaraki,16,279,6502,0
2021/4/7,Ibaraki,46,302,6525,0
2021/4/8,Ibaraki,39,310,6555,0
2021/4/9,Ibaraki,38,329,6574,0
2021/4/10,Ibaraki,39,329,6613,0
2021/4/11,Ibaraki,43,336,6649,0
2021/4/12,Ibaraki,17,324,6678,0
2021/4/13,Ibaraki,30,311,6720,0
2021/4/14,Ibaraki,51,331,6751,0
2021/4/15,Ibaraki,59,361,6780,0
2021/4/16,Ibaraki,52,381,6812,0
2021/4/17,Ibaraki,64,401,6855,0
2021/4/18,Ibaraki,47,415,6888,0
2021/4/19,Ibaraki,52,430,6924,0
2021/4/20,Ibaraki,33,426,6961,0
2021/4/21,Ibaraki,62,443,7006,0
2021/4/22,Ibaraki,87,499,7037,0
2021/4/23,Ibaraki,63,519,7079,0
2021/4/24,Ibaraki,82,537,7143,0
2021/4/25,Ibaraki,76,558,7197,0
2021/4/26,Ibaraki,35,541,7248,0
2021/4/27,Ibaraki,48,539,7298,0
2021/4/28,Ibaraki,70,559,7348,0
2021/4/29,Ibaraki,58,567,7398,0
2021/4/30,Ibaraki,45,545,7465,0
2021/5/1,Ibaraki,65,542,7532,0
2021/5/2,Ibaraki,63,548,7588,0
2021/5/3,Ibaraki,46,532,7650,0
2021/5/4,Ibaraki,31,504,7709,0
2021/5/5,Ibaraki,36,480,7769,0
2021/5/6,Ibaraki,26,466,7809,0
2021/5/7,Ibaraki,49,442,7882,0
2021/5/8,Ibaraki,67,470,7921,0
2021/5/9,Ibaraki,41,445,7987,0
2021/5/10,Ibaraki,40,449,8023,0
2021/5/11,Ibaraki,73,466,8079,0
2021/5/12,Ibaraki,70,490,8124,0
2021/5/13,Ibaraki,68,511,8170,0
2021/5/14,Ibaraki,67,529,8218,0
2021/5/15,Ibaraki,62,548,8261,0
2021/5/16,Ibaraki,68,591,8286,0
2021/5/17,Ibaraki,80,599,8358,0
2021/5/18,Ibaraki,31,578,8409,0
2021/5/19,Ibaraki,59,564,8481,0
2021/5/20,Ibaraki,62,572,8535,0
2021/5/21,Ibaraki,53,570,8588,0
2021/5/22,Ibaraki,49,542,8664,0
2021/5/23,Ibaraki,53,540,8719,0
2021/5/24,Ibaraki,26,517,8767,0
2021/5/25,Ibaraki,51,475,8860,0
2021/5/26,Ibaraki,66,478,8921,0
2021/5/27,Ibaraki,50,495,8953,0
2021/5/28,Ibaraki,47,496,8999,0
2021/5/29,Ibaraki,50,490,9053,0
2021/5/30,Ibaraki,28,490,9081,0
2021/5/31,Ibaraki,16,441,9144,0
2021/6/1,Ibaraki,25,411,9198,0
2021/6/2,Ibaraki,38,402,9244,0
2021/6/3,Ibaraki,22,385,9283,0
2021/6/4,Ibaraki,45,379,9333,0
2021/6/5,Ibaraki,27,350,9389,0
2021/6/6,Ibaraki,34,336,9436,0
2021/6/7,Ibaraki,24,323,9472,0
2021/6/8,Ibaraki,14,291,9517,0
2021/6/9,Ibaraki,24,282,9548,0
2021/6/10,Ibaraki,25,285,9570,0
2021/6/11,Ibaraki,15,267,9603,0
2021/6/12,Ibaraki,84,319,9635,0
2021/6/13,Ibaraki,24,312,9666,0
2021/6/14,Ibaraki,12,297,9693,0
2021/6/15,Ibaraki,15,280,9724,0
2021/6/16,Ibaraki,23,278,9747,0
2021/6/17,Ibaraki,15,271,9769,0
2021/6/18,Ibaraki,21,265,9795,0
2021/6/19,Ibaraki,33,271,9822,0
2021/6/20,Ibaraki,17,263,9847,0
2021/6/21,Ibaraki,5,214,9901,0
2021/6/22,Ibaraki,19,202,9931,0
2021/6/23,Ibaraki,20,202,9951,0
2021/6/24,Ibaraki,38,221,9970,0
2021/6/25,Ibaraki,56,251,9996,0
2021/6/26,Ibaraki,31,251,10027,0
2021/6/27,Ibaraki,37,265,10049,0
2021/6/28,Ibaraki,14,256,10071,0
2021/6/29,Ibaraki,26,256,10097,0
2021/6/30,Ibaraki,27,263,10117,0
2021/7/1,Ibaraki,27,260,10146,0
2021/7/2,Ibaraki,23,261,10167,0
2021/7/3,Ibaraki,28,257,10199,0
2021/7/4,Ibaraki,30,246,10240,0
2021/7/5,Ibaraki,12,234,10264,0
2021/7/6,Ibaraki,17,231,10283,0
2021/7/7,Ibaraki,24,234,10304,0
2021/7/8,Ibaraki,26,241,10323,0
2021/7/9,Ibaraki,35,243,10356,0
2021/7/10,Ibaraki,37,246,10390,0
2021/7/11,Ibaraki,35,254,10417,0
2021/7/12,Ibaraki,20,256,10435,0
2021/7/13,Ibaraki,36,268,10459,0
2021/7/14,Ibaraki,37,286,10478,0
2021/7/15,Ibaraki,48,313,10499,0
2021/7/16,Ibaraki,60,347,10525,0
2021/7/17,Ibaraki,45,367,10550,0
2021/7/18,Ibaraki,34,360,10591,0
2021/7/19,Ibaraki,27,367,10611,0
2021/7/20,Ibaraki,57,387,10648,0
2021/7/21,Ibaraki,77,425,10687,0
2021/7/22,Ibaraki,86,472,10726,0
2021/7/23,Ibaraki,54,479,10773,0
2021/7/24,Ibaraki,44,482,10814,0
2021/7/25,Ibaraki,63,490,10869,0
2021/7/26,Ibaraki,86,532,10913,0
2021/7/27,Ibaraki,96,582,10958,0
2021/7/28,Ibaraki,193,733,11001,0
2021/7/29,Ibaraki,166,863,11037,0
2021/7/30,Ibaraki,222,1000,11122,0
2021/7/31,Ibaraki,172,1101,11192,0
2021/8/1,Ibaraki,202,1245,11249,0
2021/8/2,Ibaraki,172,1323,11342,0
2021/8/3,Ibaraki,197,1435,11427,0
2021/8/4,Ibaraki,290,1613,11538,0
2021/8/5,Ibaraki,185,1659,11677,0
2021/8/6,Ibaraki,283,1788,11831,0
2021/8/7,Ibaraki,256,1861,12014,0
2021/8/8,Ibaraki,299,1982,12192,0
2021/8/9,Ibaraki,217,1938,12451,0
2021/8/10,Ibaraki,223,1957,12655,0
2021/8/11,Ibaraki,180,1910,12882,0
2021/8/12,Ibaraki,274,1981,13085,0
2021/8/13,Ibaraki,335,2051,13347,0
2021/8/14,Ibaraki,391,2188,13601,0
2021/8/15,Ibaraki,238,2194,13831,0
2021/8/16,Ibaraki,186,2181,14030,0
2021/8/17,Ibaraki,260,2070,14401,0
2021/8/18,Ibaraki,345,2201,14615,0
2021/8/19,Ibaraki,296,2280,14831,0
2021/8/20,Ibaraki,355,2438,15028,0
2021/8/21,Ibaraki,365,2497,15332,0
2021/8/22,Ibaraki,336,2520,15644,0
2021/8/23,Ibaraki,276,2501,15939,0
2021/8/24,Ibaraki,247,2466,16221,0
2021/8/25,Ibaraki,275,2522,16438,0
2021/8/26,Ibaraki,271,2501,16729,0
2021/8/27,Ibaraki,328,2516,17041,0
2021/8/28,Ibaraki,281,2458,17380,0
2021/8/29,Ibaraki,221,2327,17728,0
2021/8/30,Ibaraki,227,2276,18004,0
2021/8/31,Ibaraki,160,2148,18292,0
2021/9/1,Ibaraki,215,2085,18565,0
2021/9/2,Ibaraki,220,2101,18767,0
2021/9/3,Ibaraki,262,2081,19050,0
2021/9/4,Ibaraki,263,2080,19313,0
2021/9/5,Ibaraki,259,1936,19715,0
2021/9/6,Ibaraki,158,1787,20022,0
2021/9/7,Ibaraki,125,1606,20326,0
2021/9/8,Ibaraki,205,1586,20548,0
2021/9/9,Ibaraki,183,1542,20775,0
2021/9/10,Ibaraki,163,1432,21048,0
2021/9/11,Ibaraki,140,1351,21268,0
2021/9/12,Ibaraki,85,1267,21485,0
2021/9/13,Ibaraki,68,1179,21684,0
2021/9/14,Ibaraki,134,1085,21857,0
2021/9/15,Ibaraki,131,1041,22020,0
2021/9/16,Ibaraki,103,1050,22149,0
2021/9/17,Ibaraki,108,985,22318,0
2021/9/18,Ibaraki,97,931,22476,0
2021/9/19,Ibaraki,78,882,22614,0
2021/9/20,Ibaraki,24,837,22722,0
2021/9/21,Ibaraki,24,771,22826,0
2021/9/22,Ibaraki,54,695,22929,0
2021/9/23,Ibaraki,72,652,23023,0
2021/9/24,Ibaraki,28,613,23133,0
2021/9/25,Ibaraki,44,528,23233,0
2021/9/26,Ibaraki,28,465,23342,0
2021/9/27,Ibaraki,15,409,23428,0
2021/9/28,Ibaraki,46,353,23508,0
2021/9/29,Ibaraki,29,334,23571,0
2021/9/30,Ibaraki,23,305,23621,0
2021/10/1,Ibaraki,22,296,23657,0
2021/10/2,Ibaraki,25,270,23702,0
2021/10/3,Ibaraki,9,236,23744,0
2021/10/4,Ibaraki,11,223,23772,0
2021/10/5,Ibaraki,15,192,23815,0
2021/10/6,Ibaraki,21,185,23847,0
2021/10/7,Ibaraki,20,167,23881,0
2021/10/8,Ibaraki,10,145,23914,0
2021/10/9,Ibaraki,25,143,23935,0
2021/10/10,Ibaraki,9,147,23948,0
2021/10/11,Ibaraki,5,130,23968,0
2021/10/12,Ibaraki,7,116,23988,0
2021/10/13,Ibaraki,8,120,23995,0
2021/10/14,Ibaraki,6,110,24010,0
2021/10/15,Ibaraki,11,100,24029,0
2021/10/16,Ibaraki,6,96,24038,0
2021/10/17,Ibaraki,6,91,24048,0
2021/10/18,Ibaraki,2,75,24064,0
2021/10/19,Ibaraki,5,75,24070,0
2021/10/20,Ibaraki,7,64,24088,0
2021/10/21,Ibaraki,6,64,24094,0
2021/10/22,Ibaraki,5,53,24110,0
2021/10/23,Ibaraki,3,51,24115,0
2021/10/24,Ibaraki,2,46,24120,0
2021/10/25,Ibaraki,0,37,24129,0
2021/10/26,Ibaraki,2,34,24135,0
2021/10/27,Ibaraki,2,27,24143,0
2021/10/28,Ibaraki,2,25,24147,0
2021/10/29,Ibaraki,3,26,24150,0
2021/10/30,Ibaraki,7,30,24152,0
2021/10/31,Ibaraki,1,24,24161,0
2021/11/1,Ibaraki,0,21,24164,0
2021/11/2,Ibaraki,3,18,24168,0
2021/11/3,Ibaraki,1,17,24170,0
2021/11/4,Ibaraki,1,17,24171,0
2021/11/5,Ibaraki,1,18,24171,0
2021/11/6,Ibaraki,4,20,24171,0
2021/11/7,Ibaraki,4,23,24172,0
2021/11/8,Ibaraki,1,16,24180,0
2021/11/9,Ibaraki,2,15,24183,0
2021/11/10,Ibaraki,3,14,24186,0
2021/11/11,Ibaraki,4,15,24188,0
2021/11/12,Ibaraki,6,21,24189,0
2021/11/13,Ibaraki,4,23,24190,0
2021/11/14,Ibaraki,1,23,24191,0
2021/11/15,Ibaraki,2,22,24194,0
2021/11/16,Ibaraki,1,21,24196,0
2021/11/17,Ibaraki,1,21,24196,0
2021/11/18,Ibaraki,2,20,24199,0
2021/11/19,Ibaraki,4,21,24202,0
2021/11/20,Ibaraki,1,20,24203,0
2021/11/21,Ibaraki,2,19,24207,0
2021/11/22,Ibaraki,0,18,24209,0
2021/11/23,Ibaraki,3,15,24212,0
2021/11/24,Ibaraki,0,12,24215,0
2021/11/25,Ibaraki,0,10,24217,0
2021/11/26,Ibaraki,1,6,24222,0
2021/11/27,Ibaraki,1,7,24222,0
2021/11/28,Ibaraki,0,6,24223,0
2021/11/29,Ibaraki,0,4,24225,0
2021/11/30,Ibaraki,0,3,24226,0
2021/12/1,Ibaraki,0,0,24229,0
2021/12/2,Ibaraki,0,0,24229,0
2021/12/3,Ibaraki,0,0,24229,0
2021/12/4,Ibaraki,0,0,24229,0
2021/12/5,Ibaraki,0,0,24229,0
2021/12/6,Ibaraki,0,0,24229,0
2021/12/7,Ibaraki,1,1,24229,0
2021/12/8,Ibaraki,1,2,24229,0
2021/12/9,Ibaraki,4,5,24230,0
2021/12/10,Ibaraki,3,8,24230,0
2021/12/11,Ibaraki,4,12,24230,0
2021/12/12,Ibaraki,1,13,24230,0
2021/12/13,Ibaraki,0,13,24230,0
2021/12/14,Ibaraki,3,14,24231,0
2021/12/15,Ibaraki,0,13,24233,0
2021/12/16,Ibaraki,2,15,24233,0
2021/12/17,Ibaraki,0,13,24235,0
2021/12/18,Ibaraki,2,14,24235,0
2021/12/19,Ibaraki,1,14,24236,0
2021/12/20,Ibaraki,1,14,24238,0
2021/12/21,Ibaraki,3,12,24243,0
2021/12/22,Ibaraki,2,13,24244,0
2021/12/23,Ibaraki,0,13,24244,0
2021/12/24,Ibaraki,1,12,24246,0
2021/12/25,Ibaraki,2,13,24247,0
2021/12/26,Ibaraki,1,13,24249,0
2021/12/27,Ibaraki,0,13,24250,0
2021/12/28,Ibaraki,2,11,24252,0
2021/12/29,Ibaraki,4,15,24252,0
2021/12/30,Ibaraki,1,16,24252,0
2021/12/31,Ibaraki,1,14,24256,0
2022/1/1,Ibaraki,2,12,24259,0
2022/1/2,Ibaraki,2,13,24260,0
2022/1/3,Ibaraki,5,14,24261,0
2022/1/4,Ibaraki,9,20,24264,0
2022/1/5,Ibaraki,14,35,24265,0
2022/1/6,Ibaraki,44,69,24265,0
2022/1/7,Ibaraki,54,123,24269,0
2022/1/8,Ibaraki,102,224,24269,0
2022/1/9,Ibaraki,62,298,24269,0
2022/1/10,Ibaraki,44,343,24272,0
2022/1/11,Ibaraki,65,383,24278,0
2022/1/12,Ibaraki,185,497,24291,0
2022/1/13,Ibaraki,299,653,24312,0
2022/1/14,Ibaraki,317,881,24333,0
2022/1/15,Ibaraki,361,1089,24381,0
2022/1/16,Ibaraki,316,1260,24463,0
2022/1/17,Ibaraki,184,1464,24575,0
2022/1/18,Ibaraki,490,1648,24647,0
2022/1/19,Ibaraki,663,1903,24785,0
2022/1/20,Ibaraki,673,2250,24915,0
2022/1/21,Ibaraki,826,2647,25112,0
2022/1/22,Ibaraki,908,3007,25391,0
2022/1/23,Ibaraki,743,3349,25742,0
2022/1/24,Ibaraki,399,3757,25981,0
2022/1/25,Ibaraki,1069,3851,26495,0
2022/1/26,Ibaraki,913,4272,26934,0
2022/1/27,Ibaraki,1169,4623,27435,0
2022/1/28,Ibaraki,989,4918,28123,0
2022/1/29,Ibaraki,1366,5047,28898,0
2022/1/30,Ibaraki,1026,5537,29494,0
2022/1/31,Ibaraki,581,5640,30331,0
2022/2/1,Ibaraki,1586,5509,31188,0
2022/2/2,Ibaraki,1400,5892,31943,0
2022/2/3,Ibaraki,1710,6357,32849,0
2022/2/4,Ibaraki,1468,6712,33939,0
2022/2/5,Ibaraki,1650,7137,35068,0
2022/2/6,Ibaraki,1221,7743,36130,0
2022/2/7,Ibaraki,685,8135,37222,0
2022/2/8,Ibaraki,1541,8253,38362,0
2022/2/9,Ibaraki,1428,8664,39481,0
2022/2/10,Ibaraki,1664,8954,40672,0
2022/2/11,Ibaraki,1453,9193,42136,0
2022/2/12,Ibaraki,553,9405,43603,0
2022/2/13,Ibaraki,1146,9347,44839,0
2022/2/14,Ibaraki,730,9192,46113,0
2022/2/15,Ibaraki,1522,8788,47331,0
2022/2/16,Ibaraki,1661,8694,48560,0
2022/2/17,Ibaraki,1556,8971,49793,0
2022/2/18,Ibaraki,1382,8322,51940,0
2022/2/19,Ibaraki,1444,8533,53251,0
2022/2/20,Ibaraki,1077,8916,54389,0
2022/2/21,Ibaraki,734,9080,55427,0
2022/2/22,Ibaraki,1392,8886,56469,0
2022/2/23,Ibaraki,1648,8627,57947,0
2022/2/24,Ibaraki,715,8534,59311,0
2022/2/25,Ibaraki,1339,8391,60637,0
2022/2/26,Ibaraki,1570,8376,61850,0
2022/2/27,Ibaraki,1167,7789,63690,0
2022/2/28,Ibaraki,722,8090,64863,0
2022/3/1,Ibaraki,1685,7676,66283,0
2022/3/2,Ibaraki,1728,7874,67415,0
2022/3/3,Ibaraki,1477,8066,68739,0
2022/3/4,Ibaraki,1379,8515,69909,0
2022/3/5,Ibaraki,1505,8961,71053,0
2022/3/6,Ibaraki,1300,9272,72223,0
2022/3/7,Ibaraki,575,9121,73508,0
2022/3/8,Ibaraki,1626,8862,74806,0
2022/3/9,Ibaraki,1837,8822,76060,0
2022/3/10,Ibaraki,1609,9068,77349,0
2022/3/11,Ibaraki,1452,9339,78740,0
2022/3/12,Ibaraki,1572,9579,80248,0
2022/3/13,Ibaraki,1197,9764,81611,0
2022/3/14,Ibaraki,670,9720,82909,0
2022/3/15,Ibaraki,1679,9246,84288,0
2022/3/16,Ibaraki,1985,9119,85675,0
2022/3/17,Ibaraki,1693,9242,87077,0
2022/3/18,Ibaraki,1404,9360,88755,0
2022/3/19,Ibaraki,1516,9504,90232,0
2022/3/20,Ibaraki,1094,9392,91623,0
2022/3/21,Ibaraki,584,9567,92856,0
2022/3/22,Ibaraki,336,8966,94231,0
2022/3/23,Ibaraki,1346,8170,95646,0
2022/3/24,Ibaraki,1611,7682,97065,0
2022/3/25,Ibaraki,1266,7356,98746,0
2022/3/26,Ibaraki,1366,7180,100261,0
2022/3/27,Ibaraki,1114,7196,101538,0
2022/3/28,Ibaraki,691,7222,102749,0
2022/3/29,Ibaraki,1377,7110,103793,0
2022/3/30,Ibaraki,1691,7032,104796,0
2022/3/31,Ibaraki,1355,7549,105742,0
2022/4/1,Ibaraki,1424,7835,106818,0
2022/4/2,Ibaraki,1376,7978,107956,0
2022/4/3,Ibaraki,1212,7920,109098,0
2022/4/4,Ibaraki,534,8103,110339,0
2022/4/5,Ibaraki,1388,8052,111554,0
2022/4/6,Ibaraki,1558,7773,112785,0
2022/4/7,Ibaraki,1491,7661,114063,0
2022/4/8,Ibaraki,1304,7568,115460,0
2022/4/9,Ibaraki,1392,7740,116791,0
2022/4/10,Ibaraki,1085,8005,117977,0
2022/4/11,Ibaraki,393,8058,119143,0
2022/4/12,Ibaraki,1442,7893,120255,0
2022/4/13,Ibaraki,1353,7609,121487,0
2022/4/14,Ibaraki,1112,7843,122524,0
2022/4/15,Ibaraki,961,7831,123852,0
2022/4/16,Ibaraki,939,7509,125206,0
2022/4/17,Ibaraki,727,7057,126628,0
2022/4/18,Ibaraki,297,6716,127813,0
2022/4/19,Ibaraki,1052,6141,128936,0
2022/4/20,Ibaraki,1154,5580,130057,0
2022/4/21,Ibaraki,886,5408,131096,0
2022/4/22,Ibaraki,776,5379,132172,0
2022/4/23,Ibaraki,920,5329,133174,0
2022/4/24,Ibaraki,665,5248,134038,0
2022/4/25,Ibaraki,287,5271,134869,0
2022/4/26,Ibaraki,844,5106,135617,0
2022/4/27,Ibaraki,857,4993,136350,0
2022/4/28,Ibaraki,740,4861,137217,0
2022/4/29,Ibaraki,693,4684,138144,0
2022/4/30,Ibaraki,248,4401,139041,0
2022/5/1,Ibaraki,414,4208,139868,0
2022/5/2,Ibaraki,296,3914,140574,0
2022/5/3,Ibaraki,640,3603,141290,0
2022/5/4,Ibaraki,360,3419,141972,0
2022/5/5,Ibaraki,306,3324,142548,0
2022/5/6,Ibaraki,241,3012,143200,0
2022/5/7,Ibaraki,845,2573,143987,0
2022/5/8,Ibaraki,729,2481,144507,0
2022/5/9,Ibaraki,340,2803,144979,0
2022/5/10,Ibaraki,696,3004,145351,0
2022/5/11,Ibaraki,734,3175,145775,0
2022/5/12,Ibaraki,564,3317,146281,0
2022/5/13,Ibaraki,579,3475,146765,0
2022/5/14,Ibaraki,594,3634,147244,0
2022/5/15,Ibaraki,446,3696,147783,0
2022/5/16,Ibaraki,245,3643,148317,0
2022/5/17,Ibaraki,569,3334,149008,0
2022/5/18,Ibaraki,603,3239,149529,0
2022/5/19,Ibaraki,513,3243,150077,0
2022/5/20,Ibaraki,560,3278,150592,0
2022/5/21,Ibaraki,547,3264,151171,0
2022/5/22,Ibaraki,519,3273,151703,0
2022/5/23,Ibaraki,203,3243,152253,0
2022/5/24,Ibaraki,452,3147,152730,0
2022/5/25,Ibaraki,500,3004,153218,0
2022/5/26,Ibaraki,377,3030,153674,0
2022/5/27,Ibaraki,338,2963,154192,0
2022/5/28,Ibaraki,344,2785,154744,0
2022/5/29,Ibaraki,233,2630,155226,0
2022/5/30,Ibaraki,85,2388,155741,0
2022/5/31,Ibaraki,240,2081,156250,0
2022/6/1,Ibaraki,302,1883,156626,0
2022/6/2,Ibaraki,269,1772,156997,0
2022/6/3,Ibaraki,236,1747,157337,0
2022/6/4,Ibaraki,250,1608,157727,0
2022/6/5,Ibaraki,197,1553,158025,0
2022/6/6,Ibaraki,77,1486,158286,0
2022/6/7,Ibaraki,233,1431,158510,0
2022/6/8,Ibaraki,235,1399,158710,0
2022/6/9,Ibaraki,190,1409,158918,0
2022/6/10,Ibaraki,219,1374,159180,0
2022/6/11,Ibaraki,210,1301,159444,0
2022/6/12,Ibaraki,169,1278,159702,0
2022/6/13,Ibaraki,78,1246,159896,0
2022/6/14,Ibaraki,253,1207,160090,0
2022/6/15,Ibaraki,261,1181,160284,0
2022/6/16,Ibaraki,210,1279,160448,0
2022/6/17,Ibaraki,208,1269,160670,0
2022/6/18,Ibaraki,203,1297,160852,0
2022/6/19,Ibaraki,206,1346,161043,0
2022/6/20,Ibaraki,86,1320,161235,0
2022/6/21,Ibaraki,280,1269,161445,0
2022/6/22,Ibaraki,308,1333,161593,0
2022/6/23,Ibaraki,248,1394,161800,0
2022/6/24,Ibaraki,189,1452,162022,0
2022/6/25,Ibaraki,224,1484,162226,0
2022/6/26,Ibaraki,152,1468,162436,0
2022/6/27,Ibaraki,80,1467,162612,0
2022/6/28,Ibaraki,245,1373,162831,0
2022/6/29,Ibaraki,259,1342,163060,0
2022/6/30,Ibaraki,276,1337,163298,0
2022/7/1,Ibaraki,243,1334,163543,0
2022/7/2,Ibaraki,268,1369,163776,0
2022/7/3,Ibaraki,297,1491,163951,0
2022/7/4,Ibaraki,233,1539,164136,0
2022/7/5,Ibaraki,181,1511,164344,0
2022/7/6,Ibaraki,339,1688,164505,0
2022/7/7,Ibaraki,514,2002,164703,0
2022/7/8,Ibaraki,490,2237,164958,0
2022/7/9,Ibaraki,485,2430,165250,0
2022/7/10,Ibaraki,574,2746,165508,0
2022/7/11,Ibaraki,496,2948,165799,0
2022/7/12,Ibaraki,487,3106,166128,0
2022/7/13,Ibaraki,632,3390,166475,0
2022/7/14,Ibaraki,942,3987,166820,0
2022/7/15,Ibaraki,1147,4610,167342,0
2022/7/16,Ibaraki,1145,5212,167884,0
2022/7/17,Ibaraki,1173,5778,168491,0
2022/7/18,Ibaraki,1139,6386,169022,0
2022/7/19,Ibaraki,1127,6854,169680,0
2022/7/20,Ibaraki,1039,7173,170397,0
2022/7/21,Ibaraki,1419,7659,171329,0
2022/7/22,Ibaraki,2753,9282,172459,0
2022/7/23,Ibaraki,2548,10631,173658,0
2022/7/24,Ibaraki,2757,12117,174928,0
2022/7/25,Ibaraki,1947,12734,176256,0
2022/7/26,Ibaraki,2719,13957,177750,0
2022/7/27,Ibaraki,2474,14733,179447,0
2022/7/28,Ibaraki,2969,15676,181470,0
2022/7/29,Ibaraki,3637,16907,183871,0
2022/7/30,Ibaraki,3478,17698,186556,0
2022/7/31,Ibaraki,3777,19201,188830,0
2022/8/1,Ibaraki,3305,19319,192013,0
2022/8/2,Ibaraki,2950,19533,194746,0
2022/8/3,Ibaraki,3984,20798,197461,0
2022/8/4,Ibaraki,4637,22418,200477,0
